Bright Night;Tiësto;270;Trance, EDM
Burning Heart of Night;Tiësto;310;EDM
The Golden Night;Pitty;280;Brazilian Rock, Alternative
Whispering Dream;Pitty;470;Alternative
Lonely Stars;Pitty;360;Brazilian Rock
The Silent Road;Pitty;470;Alternative
Lost Fire;Pitty;230;Brazilian Rock
Midnight Echo;Pitty;290;Alternative
Sweet River;Pitty;220;Brazilian Rock
Broken Sound;Pitty;320;Alternative
The Bright Sky;Pitty;380;Brazilian Rock, Alternative
Burning Road;Pitty;470;Alternative
The Wild Sound;BTS;320;K-Pop, Pop
Midnight Heart;BTS;270;Pop
Lonely Dream;BTS;370;K-Pop
The Lost Sky;BTS;440;Pop
Burning Lights;BTS;290;K-Pop
Sweet River;BTS;220;Pop
The Old Sky;BTS;380;K-Pop
Dancing Stars;BTS;330;Pop
The Bright Sky;BTS;260;K-Pop, Pop
Golden Echo of Love;BTS;470;Pop
The Sweet Sound;Michael Jackson;240;Pop, R&B
Silent Night;Michael Jackson;290;Funk
Lonely Heart of Sky;Michael Jackson;340;Pop
The Lost River;Michael Jackson;310;R&B
Bright Lights;Michael Jackson;320;Funk
Whispering Echo;Michael Jackson;420;Pop
Burning Stars;Michael Jackson;300;R&B
The Old Road;Michael Jackson;320;Funk
Golden Dream;Michael Jackson;480;Pop, R&B
Midnight Sky of Night;Michael Jackson;270;Funk
The Electric Dream;Michael Jackson;360;Pop, Funk
Golden River;Michael Jackson;400;R&B
Lonely Road;Michael Jackson;300;Pop
The Lost Echo;Michael Jackson;230;Funk
Whispering Stars;Michael Jackson;430;R&B
Sweet Sound;Michael Jackson;250;Pop
Broken Sky;Michael Jackson;240;Funk
The New Stars;Michael Jackson;310;R&B
Bright Night;Michael Jackson;460;Pop, Funk
Burning Heart of Night;Michael Jackson;320;R&B
The Lonely Stars;Caetano Veloso;310;MPB, Tropicalia
Sweet River;Caetano Veloso;380;Tropicalia
The Old Sound;Caetano Veloso;240;MPB
Bright Sky;Caetano Veloso;480;Tropicalia
Lost Road of Shadow;Caetano Veloso;320;MPB
Silent Dream;Caetano Veloso;300;Tropicalia
Whispering Heart;Caetano Veloso;320;MPB
Broken Fire;Caetano Veloso;370;Tropicalia
The New Sound;Caetano Veloso;250;MPB, Tropicalia
Burning Stars of Night;Caetano Veloso;460;Tropicalia
The Wild Dream;Gorillaz;300;Alternative, Electronic
Midnight Sky;Gorillaz;240;Hip Hop
Lonely Lights;Gorillaz;350;Electronic
The Lost Road;Gorillaz;420;Alternative
Burning Fire;Gorillaz;280;Hip Hop
Sweet River;Gorillaz;200;Electronic
The Silent Sound;Gorillaz;390;Alternative
Dark Echo;Gorillaz;330;Hip Hop
Bright Night;Gorillaz;290;Electronic, Hip Hop
Golden Heart of Sound;Gorillaz;360;Alternative
The Electric Heart;Legião Urbana;330;Brazilian Rock, Post-Punk
Golden River;Legião Urbana;370;Post-Punk
Lonely Road;Legião Urbana;270;Brazilian Rock
The Lost Echo;Legião Urbana;200;Post-Punk
Whispering Stars;Legião Urbana;400;Brazilian Rock
Sweet Sound;Legião Urbana;220;Post-Punk
Broken Sky;Legião Urbana;210;Brazilian Rock
The New Stars;Legião Urbana;280;Post-Punk
Bright Night;Legião Urbana;430;Brazilian Rock, Post-Punk
Burning Heart of Night;Legião Urbana;290;Post-Punk
The Golden Night;Adele;270;Pop, Soul
Whispering Dream;Adele;480;Soul
Lonely Stars;Adele;350;Pop
The Silent Road;Adele;480;Soul
Lost Fire;Adele;220;Pop
Midnight Echo;Adele;280;Soul
Sweet River;Adele;210;Pop
Broken Sound;Adele;310;Soul
The Bright Sky;Adele;370;Pop, Soul
Burning Road;Adele;460;Soul
The Wild Sound;Nirvana;310;Grunge, Alternative
Midnight Heart;Nirvana;260;Alternative
Lonely Dream;Nirvana;360;Grunge
The Lost Sky;Nirvana;430;Alternative
Burning Lights;Nirvana;290;Grunge
Sweet River;Nirvana;220;Alternative
The Old Sky;Nirvana;370;Grunge
Dancing Stars;Nirvana;320;Alternative
The Bright Sky;Nirvana;260;Grunge, Alternative
Golden Echo of Love;Nirvana;470;Alternative
The Sweet Sound;Green Day;250;Punk Rock, Alternative
Silent Night;Green Day;300;Alternative
Lonely Heart of Sky;Green Day;350;Punk Rock
The Lost River;Green Day;320;Alternative
Bright Lights;Green Day;330;Punk Rock
Whispering Echo;Green Day;430;Alternative
Burning Stars;Green Day;310;Punk Rock
The Old Road;Green Day;330;Alternative
Golden Dream;Green Day;480;Punk Rock, Alternative
Midnight Sky of Night;Green Day;280;Alternative
The Electric Dream;Twenty One Pilots;360;Alternative, Pop
Golden River;Twenty One Pilots;400;Pop
Lonely Road;Twenty One Pilots;300;Alternative
The Lost Echo;Twenty One Pilots;230;Pop
Whispering Stars;Twenty One Pilots;430;Alternative
Sweet Sound;Twenty One Pilots;250;Pop
Broken Sky;Twenty One Pilots;240;Alternative
The New Stars;Twenty One Pilots;310;Pop
Bright Night;Twenty One Pilots;460;Alternative, Pop
Burning Heart of Night;Twenty One Pilots;320;Pop
The Lonely Stars;Adele;310;Pop, Soul
Sweet River;Adele;380;Soul
The Old Sound;Adele;240;Pop
Bright Sky;Adele;480;Soul
Lost Road of Shadow;Adele;320;Pop
Silent Dream;Adele;300;Soul
Whispering Heart;Adele;320;Pop
Broken Fire;Adele;370;Soul
The New Sound;Adele;250;Pop, Soul
Burning Stars of Night;Adele;460;Soul
The Wild Dream;Anitta;300;Brazilian Pop, Reggaeton
Midnight Sky;Anitta;240;Funk Carioca
Lonely Lights;Anitta;350;Brazilian Pop
The Lost Road;Anitta;420;Reggaeton
Burning Fire;Anitta;280;Brazilian Pop
Sweet River;Anitta;200;Funk Carioca
The Silent Sound;Anitta;390;Brazilian Pop
Dark Echo;Anitta;330;Reggaeton
Brave Heart of River;Anitta;290;Brazilian Pop, Funk Carioca
Golden Heart of Sound;Anitta;360;Reggaeton
The Electric Heart;Red Hot Chili Peppers;330;Funk Rock, Alternative
Golden River;Red Hot Chili Peppers;370;Alternative
Lonely Road;Red Hot Chili Peppers;270;Funk Rock
The Lost Echo;Red Hot Chili Peppers;200;Alternative
Whispering Stars;Red Hot Chili Peppers;400;Funk Rock
Sweet Sound;Red Hot Chili Peppers;220;Alternative
Broken Sky;Red Hot Chili Peppers;210;Funk Rock
The New Stars;Red Hot Chili Peppers;280;Alternative
Bright Night;Red Hot Chili Peppers;430;Funk Rock, Alternative
Burning Heart of Night;Red Hot Chili Peppers;290;Alternative
The Golden Night;The Weeknd;280;R&B, Pop
Whispering Dream;The Weeknd;470;Electronic
Lonely Stars;The Weeknd;360;Pop
The Silent Road;The Weeknd;470;R&B
Lost Fire;The Weeknd;230;Electronic
Midnight Echo;The Weeknd;290;Pop
Sweet River;The Weeknd;220;R&B
Broken Sound;The Weeknd;320;Electronic
The Bright Sky;The Weeknd;380;Pop, R&B
Burning Road;The Weeknd;470;Electronic
The Wild Sound;Taylor Swift;320;Pop, Country
Midnight Heart;Taylor Swift;270;Country
Lonely Dream;Taylor Swift;370;Pop
The Lost Sky;Taylor Swift;440;Country
Burning Lights;Taylor Swift;290;Pop
Sweet River;Taylor Swift;220;Country
The Old Sky;Taylor Swift;380;Pop
Dancing Stars;Taylor Swift;330;Country
The Bright Sky;Taylor Swift;260;Pop, Country
Golden Echo of Love;Taylor Swift;470;Country
The Sweet Sound;Harry Styles;250;Pop, Rock
Silent Night;Harry Styles;300;Rock
Lonely Heart of Sky;Harry Styles;350;Pop
The Lost River;Harry Styles;320;Rock
Bright Lights;Harry Styles;330;Pop
Whispering Echo;Harry Styles;430;Rock
Burning Stars;Harry Styles;310;Pop
The Old Road;Harry Styles;330;Rock
Golden Dream;Harry Styles;480;Pop, Rock
Midnight Sky of Night;Harry Styles;280;Rock
The Electric Dream;Olivia Rodrigo;360;Pop, Alternative
Golden River;Olivia Rodrigo;400;Alternative
Lonely Road;Olivia Rodrigo;300;Pop
The Lost Echo;Olivia Rodrigo;230;Alternative
Whispering Stars;Olivia Rodrigo;430;Pop
Sweet Sound;Olivia Rodrigo;250;Alternative
Broken Sky;Olivia Rodrigo;240;Pop
The New Stars;Olivia Rodrigo;310;Alternative
Bright Night;Olivia Rodrigo;460;Pop, Alternative
Burning Heart of Night;Olivia Rodrigo;320;Alternative
The Lonely Stars;Maroon 5;310;Pop, Funk Rock
Sweet River;Maroon 5;380;Funk Rock
The Old Sound;Maroon 5;240;Pop
Bright Sky;Maroon 5;480;Funk Rock
Lost Road of Shadow;Maroon 5;320;Pop
Silent Dream;Maroon 5;300;Funk Rock
Whispering Heart;Maroon 5;320;Pop
Broken Fire;Maroon 5;370;Funk Rock
The New Sound;Maroon 5;250;Pop, Funk Rock
Burning Stars of Night;Maroon 5;460;Funk Rock
The Wild Dream;Khalid;300;R&B, Pop
Midnight Sky;Khalid;240;Pop
Lonely Lights;Khalid;350;R&B
The Lost Road;Khalid;420;Pop
Burning Fire;Khalid;280;R&B
Sweet River;Khalid;200;Pop
The Silent Sound;Khalid;390;R&B
Dark Echo;Khalid;330;Pop
Bright Night;Khalid;290;R&B, Pop
Golden Heart of Sound;Khalid;360;Pop
The Electric Heart;Sia;330;Pop, Electronic
Golden River;Sia;370;Electronic
Lonely Road;Sia;270;Pop
The Lost Echo;Sia;200;Electronic
Whispering Stars;Sia;400;Pop
Sweet Sound;Sia;220;Electronic
Broken Sky;Sia;210;Pop
The New Stars;Sia;280;Electronic
Bright Night;Sia;430;Pop, Electronic
Burning Heart of Night;Sia;290;Electronic
The Golden Night;Twenty One Pilots;280;Alternative, Pop
Whispering Dream;Twenty One Pilots;470;Pop
Lonely Stars;Twenty One Pilots;360;Alternative
The Silent Road;Twenty One Pilots;470;Pop
Lost Fire;Twenty One Pilots;230;Alternative
Midnight Echo;Twenty One Pilots;290;Pop
Sweet River;Twenty One Pilots;220;Alternative
Broken Sound;Twenty One Pilots;320;Pop
The Bright Sky;Twenty One Pilots;380;Alternative, Pop
Burning Road;Twenty One Pilots;470;Pop
The Wild Sound;Foo Fighters;320;Rock, Alternative
Midnight Heart;Foo Fighters;270;Alternative
Lonely Dream;Foo Fighters;370;Rock
The Lost Sky;Foo Fighters;440;Alternative
Burning Lights;Foo Fighters;290;Rock
Sweet River;Foo Fighters;220;Alternative
The Old Sky;Foo Fighters;380;Rock
Dancing Stars;Foo Fighters;330;Alternative
The Bright Sky;Foo Fighters;260;Rock, Alternative
Golden Echo of Love;Foo Fighters;470;Alternative
The Sweet Sound;Legião Urbana;250;Brazilian Rock, Post-Punk
Silent Night;Legião Urbana;300;Post-Punk
Lonely Heart of Sky;Legião Urbana;350;Brazilian Rock
The Lost River;Legião Urbana;320;Post-Punk
Bright Lights;Legião Urbana;330;Brazilian Rock
Whispering Echo;Legião Urbana;430;Post-Punk
Burning Stars;Legião Urbana;310;Brazilian Rock
The Old Road;Legião Urbana;330;Post-Punk
Golden Dream;Legião Urbana;480;Brazilian Rock, Post-Punk
Midnight Sky of Night;Legião Urbana;280;Post-Punk
The Electric Dream;Skank;360;Brazilian Pop, Reggae
Golden River;Skank;400;Rock
Lonely Road;Skank;300;Brazilian Pop
The Lost Echo;Skank;230;Reggae
Whispering Stars;Skank;430;Rock
Sweet Sound;Skank;250;Brazilian Pop
Broken Sky;Skank;240;Reggae
The New Stars;Skank;310;Rock
Bright Night;Skank;460;Brazilian Pop, Reggae
Burning Heart of Night;Skank;320;Rock
The Lonely Stars;Ariana Grande;310;Pop, R&B
Sweet River;Ariana Grande;380;R&B
The Old Sound;Ariana Grande;240;Pop
Bright Sky;Ariana Grande;480;R&B
Lost Road of Shadow;Ariana Grande;320;Pop
Silent Dream;Ariana Grande;300;R&B
Whispering Heart;Ariana Grande;320;Pop
Broken Fire;Ariana Grande;370;R&B
The New Sound;Ariana Grande;250;Pop, R&B
Burning Stars of Night;Ariana Grande;460;R&B
The Wild Dream;Lil Nas X;300;Hip Hop, Country Rap
Midnight Sky;Lil Nas X;240;Country Rap
Lonely Lights;Lil Nas X;350;Hip Hop
The Lost Road;Lil Nas X;420;Country Rap
Burning Fire;Lil Nas X;280;Hip Hop
Sweet River;Lil Nas X;200;Country Rap
The Silent Sound;Lil Nas X;390;Hip Hop
Dark Echo;Lil Nas X;330;Country Rap
Bright Night;Lil Nas X;290;Hip Hop, Country Rap
Golden Heart of Sound;Lil Nas X;360;Country Rap
The Electric Heart;The Beatles;330;Pop, Rock
Golden River;The Beatles;370;Classic Rock
Lonely Road;The Beatles;270;Pop
The Lost Echo;The Beatles;200;Classic Rock
Whispering Stars;The Beatles;400;Pop
Sweet Sound;The Beatles;220;Classic Rock
Broken Sky;The Beatles;210;Pop
The New Stars;The Beatles;280;Classic Rock
Bright Night;The Beatles;430;Pop, Classic Rock
Burning Heart of Night;The Beatles;290;Classic Rock
The Golden Night;Dua Lipa;270;Pop, Dance
Whispering Dream;Dua Lipa;480;Dance
Lonely Stars;Dua Lipa;350;Pop
The Silent Road;Dua Lipa;480;Dance
Lost Fire;Dua Lipa;220;Pop
Midnight Echo;Dua Lipa;280;Dance
Sweet River;Dua Lipa;210;Pop
Broken Sound;Dua Lipa;310;Dance
The Bright Sky;Dua Lipa;370;Pop, Dance
Burning Road;Dua Lipa;460;Dance
The Wild Sound;J Balvin;310;Reggaeton, Latin Pop
Midnight Heart;J Balvin;260;Latin Pop
Lonely Dream;J Balvin;360;Reggaeton
The Lost Sky;J Balvin;430;Latin Pop
Burning Lights;J Balvin;290;Reggaeton
Sweet River;J Balvin;220;Latin Pop
The Old Sky;J Balvin;370;Reggaeton
Dancing Stars;J Balvin;320;Latin Pop
The Bright Sky;J Balvin;260;Reggaeton, Latin Pop
Golden Echo of Love;J Balvin;470;Latin Pop
The Sweet Sound;BlackPink;250;K-Pop, Hip Hop
Silent Night;BlackPink;300;Hip Hop
Lonely Heart of Sky;BlackPink;350;K-Pop
The Lost River;BlackPink;320;Hip Hop
Bright Lights;BlackPink;330;K-Pop
Whispering Echo;BlackPink;430;Hip Hop
Burning Stars;BlackPink;310;K-Pop
The Old Road;BlackPink;330;Hip Hop
Golden Dream;BlackPink;480;K-Pop, Hip Hop
Midnight Sky of Night;BlackPink;280;Hip Hop
The Electric Dream;Post Malone;360;Hip Hop, Pop
Golden River;Post Malone;400;R&B
Lonely Road;Post Malone;300;Hip Hop
The Lost Echo;Post Malone;230;Pop
Whispering Stars;Post Malone;430;R&B
Sweet Sound;Post Malone;250;Hip Hop
Broken Sky;Post Malone;240;Pop
The New Stars;Post Malone;310;R&B
Bright Night;Post Malone;460;Hip Hop, Pop
Burning Heart of Night;Post Malone;320;R&B
The Lonely Stars;Imagine Dragons;310;Alternative, Pop Rock
Sweet River;Imagine Dragons;380;Pop Rock
The Old Sound;Imagine Dragons;240;Alternative
Bright Sky;Imagine Dragons;480;Pop Rock
Lost Road of Shadow;Imagine Dragons;320;Alternative
Silent Dream;Imagine Dragons;300;Pop Rock
Whispering Heart;Imagine Dragons;320;Alternative
Broken Fire;Imagine Dragons;370;Pop Rock
The New Sound;Imagine Dragons;250;Alternative, Pop Rock
Burning Stars of Night;Imagine Dragons;460;Pop Rock
The Wild Dream;Swedish House Mafia;300;EDM, Progressive House
Midnight Sky;Swedish House Mafia;240;Progressive House
Lonely Lights;Swedish House Mafia;350;EDM
The Lost Road;Swedish House Mafia;420;Progressive House
Burning Fire;Swedish House Mafia;280;EDM
Sweet River;Swedish House Mafia;200;Progressive House
The Silent Sound;Swedish House Mafia;390;EDM
Dark Echo;Swedish House Mafia;330;Progressive House
Bright Night;Swedish House Mafia;290;EDM, Progressive House
Golden Heart of Sound;Swedish House Mafia;360;Progressive House
The Electric Heart;David Bowie;330;Glam Rock, Pop
Golden River;David Bowie;370;Art Rock
Lonely Road;David Bowie;270;Pop
The Lost Echo;David Bowie;200;Glam Rock
Whispering Stars;David Bowie;400;Art Rock
Sweet Sound;David Bowie;220;Pop
Broken Sky;David Bowie;210;Glam Rock
The New Stars;David Bowie;280;Art Rock
Bright Night;David Bowie;430;Pop, Glam Rock
Burning Heart of Night;David Bowie;290;Art Rock
The Golden Night;Pitty;270;Brazilian Rock, Alternative
Whispering Dream;Pitty;480;Alternative
Lonely Stars;Pitty;350;Brazilian Rock
The Silent Road;Pitty;480;Alternative
Lost Fire;Pitty;220;Brazilian Rock
Midnight Echo;Pitty;280;Alternative
Sweet River;Pitty;210;Brazilian Rock
Broken Sound;Pitty;310;Alternative
The Bright Sky;Pitty;370;Brazilian Rock, Alternative
Burning Road;Pitty;460;Alternative
The Wild Sound;Prince;310;Funk, Pop
Midnight Heart;Prince;260;R&B
Lonely Dream;Prince;360;Pop
The Lost Sky;Prince;430;Funk
Burning Lights;Prince;290;R&B
Sweet River;Prince;220;Pop
The Old Sky;Prince;370;Funk
Dancing Stars;Prince;320;R&B
The Bright Sky;Prince;260;Pop, Funk
Golden Echo of Love;Prince;470;R&B
The Sweet Sound;Calvin Harris;250;EDM, Dance-Pop
Silent Night;Calvin Harris;300;Dance-Pop
Lonely Heart of Sky;Calvin Harris;350;EDM
The Lost River;Calvin Harris;320;Dance-Pop
Bright Lights;Calvin Harris;330;EDM
Whispering Echo;Calvin Harris;430;Dance-Pop
Burning Stars;Calvin Harris;310;EDM
The Old Road;Calvin Harris;330;Dance-Pop
Golden Dream;Calvin Harris;480;EDM, Dance-Pop
Midnight Sky of Night;Calvin Harris;280;Dance-Pop
The Electric Dream;Bob Marley;360;Reggae, Ska
Golden River;Bob Marley;400;Ska
Lonely Road;Bob Marley;300;Reggae
The Lost Echo;Bob Marley;230;Ska
Whispering Stars;Bob Marley;430;Reggae
Sweet Sound;Bob Marley;250;Ska
Broken Sky;Bob Marley;240;Reggae
The New Stars;Bob Marley;310;Ska
Bright Night;Bob Marley;460;Reggae, Ska
Burning Heart of Night;Bob Marley;320;Ska
The Lonely Stars;Vintage Culture;310;Deep House, Electronic
Sweet River;Vintage Culture;380;Electronic
The Old Sound;Vintage Culture;240;Deep House
Bright Sky;Vintage Culture;480;Electronic
Lost Road of Shadow;Vintage Culture;320;Deep House
Silent Dream;Vintage Culture;300;Electronic
Whispering Heart;Vintage Culture;320;Deep House
Broken Fire;Vintage Culture;370;Electronic
The New Sound;Vintage Culture;250;Deep House, Electronic
Burning Stars of Night;Vintage Culture;460;Electronic
The Wild Dream;Racionais MC's;300;Hip Hop, Rap
Midnight Sky;Racionais MC's;240;Rap
Lonely Lights;Racionais MC's;350;Hip Hop
The Lost Road;Racionais MC's;420;Rap
Burning Fire;Racionais MC's;280;Hip Hop
Sweet River;Racionais MC's;200;Rap
The Silent Sound;Racionais MC's;390;Hip Hop
Dark Echo;Racionais MC's;330;Rap
Bright Night;Racionais MC's;290;Hip Hop, Rap
Golden Heart of Sound;Racionais MC's;360;Rap
The Electric Heart;Aretha Franklin;330;Soul, R&B
Golden River;Aretha Franklin;370;R&B
Lonely Road;Aretha Franklin;270;Soul
The Lost Echo;Aretha Franklin;200;R&B
Whispering Stars;Aretha Franklin;400;Soul
Sweet Sound;Aretha Franklin;220;R&B
Broken Sky;Aretha Franklin;210;Soul
The New Stars;Aretha Franklin;280;R&B
Bright Night;Aretha Franklin;430;Soul, R&B
Burning Heart of Night;Aretha Franklin;290;R&B
The Golden Night;Ed Sheeran;270;Pop, Folk
Whispering Dream;Ed Sheeran;480;Folk
Lonely Stars;Ed Sheeran;350;Pop
The Silent Road;Ed Sheeran;480;Folk
Lost Fire;Ed Sheeran;220;Pop
Midnight Echo;Ed Sheeran;280;Folk
Sweet River;Ed Sheeran;210;Pop
Broken Sound;Ed Sheeran;310;Folk
The Bright Sky;Ed Sheeran;370;Pop, Folk
Burning Road;Ed Sheeran;460;Folk
The Wild Sound;Eminem;310;Hip Hop, Rap
Midnight Heart;Eminem;260;Rap
Lonely Dream;Eminem;360;Hip Hop
The Lost Sky;Eminem;430;Rap
Burning Lights;Eminem;290;Hip Hop
Sweet River;Eminem;220;Rap
The Old Sky;Eminem;370;Hip Hop
Dancing Stars;Eminem;320;Rap
The Bright Sky;Eminem;260;Hip Hop, Rap
Golden Echo of Love;Eminem;470;Rap
The Sweet Sound;Linkin Park;250;Alternative, Nu Metal
Silent Night;Linkin Park;300;Nu Metal
Lonely Heart of Sky;Linkin Park;350;Alternative
The Lost River;Linkin Park;320;Nu Metal
Bright Lights;Linkin Park;330;Alternative
Whispering Echo;Linkin Park;430;Nu Metal
Burning Stars;Linkin Park;310;Alternative
The Old Road;Linkin Park;330;Nu Metal
Golden Dream;Linkin Park;480;Alternative, Nu Metal
Midnight Sky of Night;Linkin Park;280;Nu Metal
The Electric Dream;Iron Maiden;360;Metal, Heavy Metal
Golden River;Iron Maiden;400;Heavy Metal
Lonely Road;Iron Maiden;300;Metal
The Lost Echo;Iron Maiden;230;Heavy Metal
Whispering Stars;Iron Maiden;430;Metal
Sweet Sound;Iron Maiden;250;Heavy Metal
Broken Sky;Iron Maiden;240;Metal
The New Stars;Iron Maiden;310;Heavy Metal
Bright Night;Iron Maiden;460;Metal, Heavy Metal
Burning Heart of Night;Iron Maiden;320;Heavy Metal
The Lonely Stars;Lady Gaga;310;Pop, Dance
Sweet River;Lady Gaga;380;Dance
The Old Sound;Lady Gaga;240;Pop
Bright Sky;Lady Gaga;480;Dance
Lost Road of Shadow;Lady Gaga;320;Pop
Silent Dream;Lady Gaga;300;Dance
Whispering Heart;Lady Gaga;320;Pop
Broken Fire;Lady Gaga;370;Dance
The New Sound;Lady Gaga;250;Pop, Dance
Burning Stars of Night;Lady Gaga;460;Dance
The Wild Dream;Ariana Grande;300;Pop, R&B
Midnight Sky;Ariana Grande;240;R&B
Lonely Lights;Ariana Grande;350;Pop
The Lost Road;Ariana Grande;420;R&B
Burning Fire;Ariana Grande;280;Pop
Sweet River;Ariana Grande;200;R&B
The Silent Sound;Ariana Grande;390;Pop
Dark Echo;Ariana Grande;330;R&B
Bright Night;Ariana Grande;290;Pop, R&B
Golden Heart of Sound;Ariana Grande;360;R&B
The Electric Heart;Post Malone;330;Hip Hop, Pop
Golden River;Post Malone;370;R&B
Lonely Road;Post Malone;270;Hip Hop
The Lost Echo;Post Malone;200;Pop
Whispering Stars;Post Malone;400;R&B
Sweet Sound;Post Malone;220;Hip Hop
Broken Sky;Post Malone;210;Pop
The New Stars;Post Malone;280;R&B
Bright Night;Post Malone;430;Hip Hop, Pop
Burning Heart of Night;Post Malone;290;R&B
The Golden Night;Doja Cat;270;Pop, Hip Hop
Whispering Dream;Doja Cat;480;R&B
Lonely Stars;Doja Cat;350;Hip Hop
The Silent Road;Doja Cat;480;Pop
Lost Fire;Doja Cat;220;R&B
Midnight Echo;Doja Cat;280;Hip Hop
Sweet River;Doja Cat;210;Pop
Broken Sound;Doja Cat;310;R&B
The Bright Sky;Doja Cat;370;Hip Hop, Pop
Burning Road;Doja Cat;460;R&B
The Wild Sound;BLACKPINK;310;K-Pop, Hip Hop
Midnight Heart;BLACKPINK;260;Hip Hop
Lonely Dream;BLACKPINK;360;K-Pop
The Lost Sky;BLACKPINK;430;Hip Hop
Burning Lights;BLACKPINK;290;K-Pop
Sweet River;BLACKPINK;220;Hip Hop
The Old Sky;BLACKPINK;370;K-Pop
Dancing Stars;BLACKPINK;320;Hip Hop
The Bright Sky;BLACKPINK;260;K-Pop, Hip Hop
Golden Echo of Love;BLACKPINK;470;Hip Hop
The Sweet Sound;Bad Bunny;250;Reggaeton, Trap Latino
Silent Night;Bad Bunny;300;Trap Latino
Lonely Heart of Sky;Bad Bunny;350;Reggaeton
The Lost River;Bad Bunny;320;Trap Latino
Bright Lights;Bad Bunny;330;Reggaeton
Whispering Echo;Bad Bunny;430;Trap Latino
Burning Stars;Bad Bunny;310;Reggaeton
The Old Road;Bad Bunny;330;Trap Latino
Golden Dream;Bad Bunny;480;Reggaeton, Trap Latino
Midnight Sky of Night;Bad Bunny;280;Trap Latino
The Electric Dream;Rosalía;360;Flamenco Pop, R&B
Golden River;Rosalía;400;R&B
Lonely Road;Rosalía;300;Flamenco Pop
The Lost Echo;Rosalía;230;R&B
Whispering Stars;Rosalía;430;Flamenco Pop
Sweet Sound;Rosalía;250;R&B
Broken Sky;Rosalía;240;Flamenco Pop
The New Stars;Rosalía;310;R&B
Bright Night;Rosalía;460;Flamenco Pop, R&B
Burning Heart of Night;Rosalía;320;R&B
The Lonely Stars;BTS;310;K-Pop, Pop
Sweet River;BTS;380;Pop
The Old Sound;BTS;240;K-Pop
Bright Sky;BTS;480;Pop
Lost Road of Shadow;BTS;320;K-Pop
Silent Dream;BTS;300;Pop
Whispering Heart;BTS;320;K-Pop
Broken Fire;BTS;370;Pop
The New Sound;BTS;250;K-Pop, Pop
Burning Stars of Night;BTS;460;Pop
The Wild Dream;Ed Sheeran;300;Pop, Folk
Midnight Sky;Ed Sheeran;240;Folk
Lonely Lights;Ed Sheeran;350;Pop
The Lost Road;Ed Sheeran;420;Folk
Burning Fire;Ed Sheeran;280;Pop
Sweet River;Ed Sheeran;200;Folk
The Silent Sound;Ed Sheeran;390;Pop
Dark Echo;Ed Sheeran;330;Folk
Bright Night;Ed Sheeran;290;Pop, Folk
Golden Heart of Sound;Ed Sheeran;360;Folk
The Electric Heart;Rihanna;330;R&B, Pop
Golden River;Rihanna;370;Dance
Lonely Road;Rihanna;270;R&B
The Lost Echo;Rihanna;200;Pop
Whispering Stars;Rihanna;400;Dance
Sweet Sound;Rihanna;220;R&B
Broken Sky;Rihanna;210;Pop
The New Stars;Rihanna;280;Dance
Bright Night;Rihanna;430;R&B, Pop
Burning Heart of Night;Rihanna;290;Dance
The Golden Night;Khalid;280;R&B, Pop
Whispering Dream;Khalid;470;Pop
Lonely Stars;Khalid;360;R&B
The Silent Road;Khalid;470;Pop
Lost Fire;Khalid;230;R&B
Midnight Echo;Khalid;290;Pop
Sweet River;Khalid;220;R&B
Broken Sound;Khalid;320;Pop
The Bright Sky;Khalid;380;R&B, Pop
Burning Road;Khalid;470;Pop
The Wild Sound;Doja Cat;320;Pop, Hip Hop
Midnight Heart;Doja Cat;270;R&B
Lonely Dream;Doja Cat;370;Hip Hop
The Lost Sky;Doja Cat;440;Pop
Burning Lights;Doja Cat;290;R&B
Sweet River;Doja Cat;220;Hip Hop
The Old Sky;Doja Cat;380;Pop
Dancing Stars;Doja Cat;330;R&B
The Bright Sky;Doja Cat;260;Hip Hop, Pop
Golden Echo of Love;Doja Cat;470;R&B
The Sweet Sound;Dua Lipa;250;Pop, Dance
Silent Night;Dua Lipa;300;Dance
Lonely Heart of Sky;Dua Lipa;350;Pop
The Lost River;Dua Lipa;320;Dance
Bright Lights;Dua Lipa;330;Pop
Whispering Echo;Dua Lipa;430;Dance
Burning Stars;Dua Lipa;310;Pop
The Old Road;Dua Lipa;330;Dance
Golden Dream;Dua Lipa;480;Pop, Dance
Midnight Sky of Night;Dua Lipa;280;Dance
The Electric Dream;Lady Gaga;360;Pop, Dance
Golden River;Lady Gaga;400;Dance
Lonely Road;Lady Gaga;300;Pop
The Lost Echo;Lady Gaga;230;Dance
Whispering Stars;Lady Gaga;430;Pop
Sweet Sound;Lady Gaga;250;Dance
Broken Sky;Lady Gaga;240;Pop
The New Stars;Lady Gaga;310;Dance
Bright Night;Lady Gaga;460;Pop, Dance
Burning Heart of Night;Lady Gaga;320;Dance
The Lonely Stars;Ariana Grande;310;Pop, R&B
Sweet River;Ariana Grande;380;R&B
The Old Sound;Ariana Grande;240;Pop
Bright Sky;Ariana Grande;480;R&B
Lost Road of Shadow;Ariana Grande;320;Pop
Silent Dream;Ariana Grande;300;R&B
Whispering Heart;Ariana Grande;320;Pop
Broken Fire;Ariana Grande;370;R&B
The New Sound;Ariana Grande;250;Pop, R&B
Burning Stars of Night;Ariana Grande;460;R&B
The Wild Dream;Post Malone;300;Hip Hop, Pop
